DMIS ID Facility Code	Facility
0784	0784	WESTERN MISSOURI
0785	0785	ARIZONA-EXCLUDING YUMA AREA
0786	0786	YUMA ARIZONA AREA
0787	0787	GEORGIA-FORMER NOBLE CATCHMENT
0788	0788	IOWA-EXCLUDING QUAD CITIES
0789	0789	IOWA-QUAD CITIES AREA
0799	0799	470 MED FLT-GEILENKIRCHEN
0800	0800	469th MED FLT-RHEIN MAIN
0801	0801	601st MED SQUAD-SEMBACH
0802	0802	36th MED GRP-ANDERSEN
0803	0803	BDC GUAM
0804	0804	18th MED GRP-KADENA AB
0805	0805	52nd MED GROUP-SPANGDAHLEM
0806	0806	86th MEDICAL GROUP-RAMSTEIN
0807	0807	26th TRW CLINIC-ZWEIBRUCKEN
0808	0808	31st MED GRP-AVIANO
0809	0809	7275th ABG CLINIC-SAN VITO
0810	0810	51ST MEDICAL GROUP-OLB
0811	0811	406th TFTW CLINIC-ZARAGOZA
0812	0812	81st TFW CLINIC-BENTWATERS
0813	0813	774th MED SQUAD-CHICKSANDS
0814	0814	423RD ABS OL-A-RAF UPWOOD
0815	0815	7020th ABG CLINIC-FAIRFORD
0816	0816	NDC OKINAWA
0817	0817	NDC ROOSEVELT ROADS-CEIBA
0818	0818	NDC SUBIC BAY
0819	0819	NDC YOKOSUKA
0820	0820	NDC EUROPE
0821	0821	COCO SOLO AHC
0822	0822	USA MENTAL HLTH CTR-COROTZAL-
0823	0823	INACTIVATED-OLD USAH LEGHORN
0824	0824	7217th ABG CLINIC-ANKARA
0825	0825	425TH ABS MED FLIGHT-IZMIR
0826	0826	KARAMURSEL-TURKEY
0827	0827	32nd MED SQUAD-SOESTERBERG
0828	0828	32ND CSH-DUPLICATE DMISID 0887
0829	0829	85TH COMBAT SUPPORT FRANKFURT-
0830	0830	600th ATH-TORREJON
0831	0831	374th ATH-JAPAN
0832	0832	3rd ATH-ELMENDORF
0833	0833	36th TAC HOSP
0834	0834	50th TAC HOSP-GERMANY
0835	0835	435th ATH-RAMSTEIN
0836	0836	23rd TAC HOSP ENGLAND AFB
0838	0838	354th TAC HOSP
0839	0839	20th ATH-SHAW AFB
0840	0840	48th ATH LAKENHEATH-ENGLAND
0841	0841	51st ATH-OSAN AB
0842	0842	PACAF MED AID STATION SUMMATN
0843	0843	USAFE MED AID STATION SUMMATN
0844	0844	ALASKAN MEDICAL AID STATION SU
0845	0845	SAC MEDICAL AID STATION SUMMAR
0846	0846	SYSTEMS COMMAND MEDICAL AID ST
0847	0847	AIR TRAINING COMMAND MED AID S
0848	0848	ACC MED AID STATION SUMMATION
0849	0849	ACC MED AID STATION SUMMATION
0850	0850	BMC NAVAL COMMAND STATION PONC
0851	0851	BMC NAVSECGRUACT SABANA SECA
0852	0852	NBHC COMFLEACT SASEBO
0853	0853	NBHC NAF ATSUGI
0854	0854	BMA NRTF TOTSUKA
0855	0855	NBHC NAVSUPPO LA MADDALENA
0856	0856	BMC NAVCOMMSTA NEA MAKRI
0857	0857	BMC NAS BERMUDA
0858	0858	BMC NAVSUPPACT SOUDA BAY
0859	0859	BMC NAVY FACILITY GRAND TURK
0860	0860	BMC NAVY FACILITY ELEUTHERA
0861	0861	BMC MCAS FUTENMA
0862	0862	BMC EVANS-CAMP FOSTER
0863	0863	BMA NRRF KAMI SEYA
0864	0864	BMC NAVSTA SUBIC BAY
0865	0865	BMC NAS CUBI POINT
0866	0866	BMC NAVCOMMSTA SAN MIGUEL
0867	0867	NAVAL WEAPONS STATION YORK CHE
0868	0868	BMC NAVFAC ANTIGUA
0869	0869	BMC NAVAL STATION MIDWAY IS
0870	0870	BMC NAS AGANA
0871	0871	BMC NAVSTA GUAM
0872	0872	BMC NAVCAMS WESTPAC GUAM
0873	0873	BMA CAMP FUJI
0874	0874	NBHC GAETA
0875	0875	BMC NAVMAG GUAM
0876	0876	FT. CLAYTON AHC
0877	0877	TMC-1-FT. CLAYTON
0878	0878	TMC-2-FT. KOBBE
0879	0879	TMC-3-FT. KOBBE
0880	0880	TMC-4-FT. DAVIS
0881	0881	TMC-5-FT. SHERMAN
0882	0882	TMC-6-FT. GULICK-PANAMA
0883	0883	USAHC FT. GULICK-PANAMA
0884	0884	USA COM MENTAL HEALTH-PANAMA
0885	0885	USA COM HEALTH NURSE-PANAMA
0886	0886	BDE SURG OFC-FT. CLAYTON
0887	0887	32nd COMBAT SUPPORT HOSP (TOE)
0888	0888	USADC MCNAIR BKS-BERLIN
0889	0889	TMC-2-ARMD BREMERHAVEN-GERMANY
0890	0890	USAD V CORPS FRANKFURT-GERMANY
0891	0891	UNIT AID STAT.-DRAKE-EDWARDS
0892	0892	USADC WIESBADEN
0893	0893	USADC MUENCHWEILER
0894	0894	USAD 1ST ARMD ANSBACH-GERMANY
0895	0895	USADC KELLEY BKS-MOEHRINGEN
0896	0896	AHC BAD KREUZNACH
0897	0897	UNIT AID STAT-1/509TH ABLT
0898	0898	USAHC SINOP-DET 4-TUSLOG
0899	0899	UNIT AID STAT CAKMAKLI-DET 67
0901	0901	ALABAMA
0902	0902	ALASKA
0903	0903	ARIZONA
0904	0904	ARKANSAS
0905	0905	CALIFORNIA
0906	0906	COLORADO
0907	0907	CONNECTICUT
0908	0908	DELAWARE
0909	0909	DISTRICT OF COLUMBIA
0910	0910	FLORIDA
0911	0911	GEORGIA
0912	0912	HAWAII
0913	0913	IDAHO
0914	0914	ILLINOIS
0915	0915	INDIANA
0916	0916	IOWA
0917	0917	KANSAS
0918	0918	KENTUCKY
0919	0919	LOUISIANA
0920	0920	MAINE
0921	0921	MARYLAND
0922	0922	MASSACHUSETTS
0923	0923	MICHIGAN
0924	0924	MINNESOTA
0925	0925	MISSISSIPPI
0926	0926	MISSOURI
0927	0927	MONTANA
0928	0928	NEBRASKA
0929	0929	NEVADA
0930	0930	NEW HAMPSHIRE
0931	0931	NEW JERSEY
0932	0932	NEW MEXICO
0933	0933	NEW YORK
0934	0934	NORTH CAROLINA
0935	0935	NORTH DAKOTA
0936	0936	OHIO
0937	0937	OKLAHOMA
0938	0938	OREGON
0939	0939	PENNSYLVANIA
0940	0940	RHODE ISLAND
0941	0941	SOUTH CAROLINA
0942	0942	SOUTH DAKOTA
0943	0943	TENNESSEE
0944	0944	TEXAS
0945	0945	UTAH
0946	0946	VERMONT
0947	0947	VIRGINIA
0948	0948	WASHINGTON
0949	0949	WEST VIRGINIA
0950	0950	WISCONSIN
0951	0951	WYOMING
0952	0952	GUAM
0953	0953	PUERTO RICO
0954	0954	OVERSEAS NON-CATCHMENT
0955	0955	AFLOAT WESTERN HEMISPHERE
0956	0956	CUBA
0957	0957	GERMANY
0958	0958	GREECE
0959	0959	ICELAND
0960	0960	ITALY
0961	0961	JAPAN
0962	0962	PANAMA
0963	0963	PHILIPPINES
0964	0964	PORTUGAL
0965	0965	KOREA
0966	0966	SPAIN
0967	0967	TURKEY
0968	0968	UNITED KINGDOM
0969	0969	CANADA
0970	0970	OTHER CARIBBEAN
0971	0971	CENTRAL AMERICA
0972	0972	SOUTH AMERICA
0973	0973	NORTHERN IDAHO
0974	0974	SOUTHERN IDAHO
0975	0975	U.S. VIRGIN ISLANDS
0976	0976	AFRICA
0977	0977	MIDEAST
0978	0978	SOUTHEAST ASIA
0979	0979	BELGIUM
0980	0980	AFLOAT WESTERN & SOUTHERN EURO
0981	0981	AFLOAT AFRICA-NEAR EAST & S AS
0982	0982	OTHER EUROPE
0983	0983	OTHER PACIFIC
0984	0984	AFLOAT EAST ASIA & PACIFIC
0985	0985	NORTHERN CALIFORNIA
0986	0986	SOUTHERN CALIFORNIA
0987	0987	EASTERN FLORIDA
0988	0988	WESTERN FLORIDA
0989	0989	EASTERN LOUISIANA
0990	0990	WESTERN LOUISIANA
0991	0991	NORTHERN NEVADA
0992	0992	SOUTHERN NEVADA
0993	0993	EASTERN TEXAS
0994	0994	WESTERN TEXAS
0995	0995	NORTHERN VIRGINIA
0996	0996	SOUTHERN VIRGINIA
0997	0997	UNACCOMPANIED TOUR
0998	0998	SHIP FPOS
0999	0999	UNKNOWN LOCATION
1000	1000	9th GENERAL DISP-ASCHAFFENBURG
1001	1001	19th MED DET-GERMERSHEIM
1002	1002	3rd GENERAL DISPENSARY-KARLSRU
1003	1003	AHC MANNHEIM
1004	1004	13th GEN DISP-WORMS
1005	1005	189th MEDICAL DETACHMENT
1006	1006	421ST MED EVAC BN
1007	1007	AHC BAUMHOLDER
1008	1008	5th GENERAL DISP-MUENCHWEILER
1009	1009	540th GENERAL DISP-VOGELWEH
1010	1010	AHC BINDLACH
1011	1011	120th MEDICAL DET-ERLANGEN
1012	1012	16th MEDICAL DET-CRAILSHEIM
1013	1013	AHC BAMBERG
1014	1014	AHC ILLESHEIM
1015	1015	AHC KATTERBACH
1016	1016	AHC GRAFENWOEHR
1017	1017	AHC VILSECK
1018	1018	AHC AMBERG
1019	1019	AHC HOHENFELS
1020	1020	731ST REGENSBURG-GERMANY
1021	1021	NATO HEALTH CLINIC
1022	1022	USADC AFCENR SCHINNEN
1023	1023	USADC NATO
1024	1024	USADC CHIEVRES AB-BELGIUM
1025	1025	USADC SHAPE
1026	1026	USADC FLINT KASERNE
1027	1027	USADC GEN. ABRAMS
1028	1028	USADC PERLACHER FORST
1029	1029	USADC WILEY BARRACKS
1030	1030	USADC AUGSBURG
1031	1031	USADC-2 SHERIDAN KASERNE
1032	1032	USADC COOKE BARRACKS
1033	1033	USADC SCHAEBISCH GMUEND BISMAR
1034	1034	USADC KRABBENLOCH KASERNE
1035	1035	USADC NELLINGEN AIRFIELD
1036	1036	USADC PANZER KASERNE
1037	1037	USADC PATCH BKS
1038	1038	USADC ROBINSON BARRACKS
1039	1039	USADC HEILBRONN WHARTON BKS
1040	1040	USADC DEPENDENT CL-BAUMHOLDER
1041	1041	USADC ANDREWS BARRACKS
1042	1042	USADC BERLIN
1043	1043	USADC CLAY KASERNE
1044	1044	USADC 2ND FIELD HOSP-GREMERHAV
1045	1045	USADC DEXHEIM
1046	1046	USADC BUEDINGEN
1047	1047	USADC GIESSEN DC
1048	1048	USADC BABENHAUSEN KASERNE
1049	1049	USADC DARMSTADT
1050	1050	USADC GELNHAUSEN COLEMAN KASER
1051	1051	USADC DEPENDENT SCHOOLS-HANAU
1052	1052	USADC DOWNS BARRACKS
1053	1053	USADC DRAKE-EDWARDS KASERNE
1054	1054	USADC FLIEGERHORST KASERNE HAN
1055	1055	USADC FRANCOIS KASERNE-HANAU-G
1056	1056	USADC CLARK KASERNE
1057	1057	USADC HANSA ALLEE
1058	1058	USADC HOUSING AREA BUTZBACH
1059	1059	USADC JAEGER KASERNE
1060	1060	USADC LEE BARRACKS
1061	1061	USADC WACKERNHEIM
1062	1062	USADC MCPHEETERS BARRACKS
1063	1063	USADC PENDLETON BARRACKS
1064	1064	USADC HANAU
1065	1065	USADC FRIEDBERG
1066	1066	USADC-BEN FRANKLIN VILLAGE DC
1067	1067	USADC COLEMAN BARRACKS
1068	1068	USADC HEIDELBERG-GERMANY
1069	1069	USADC NEUREUT KASERNE
1070	1070	USADC TAUKKUNEN BARRACKS
1071	1071	USADC TOMPKINS BARRACKS
1072	1072	USADC USA ORD DEPOT GEMERSHEIM
1073	1073	USADC HUSTERHOEH KASERNE
1074	1074	USADC KLEBER
1075	1075	USADC KREUZBERG KASERNE
1076	1076	USADC LANDSTUHL-GERMANY
1077	1077	USADC SMITH BARRACKS
1078	1078	USADC VOGELWEH-KAISERSLAUTRN
1079	1079	USADC WEIERHOF-KAISERSLAUTRN
1080	1080	USADC BAD KREUZNACH
1081	1081	USADC BAUMHOLDER
1082	1082	USADC CHRISTENSON BARRACKS
1083	1083	USADC KALB HOUSING
1084	1084	USADC FERRIS BARRACKS
1085	1085	USADC HERZO BASE
1086	1086	USADC KATTERBACH
1087	1087	USADC MCKEE BARRACKS
1088	1088	USADC NUERNBERG
1089	1089	USADC OBRIEN BARRACKS
1090	1090	USADC POND BARRACKS
1091	1091	USADC ILLESHEIM
1092	1092	USADC GRAFENWOEHR
1093	1093	USADC HOHENFELS
1094	1094	USADC BAMBERG
1095	1095	USADC SCHWEINFURT
1096	1096	USADC PEDEN BARRACKS
1097	1097	USADC SCHLOSS KASERNE-BAD KISI
1098	1098	USADC WILDENFLECKEN-GERMANY
1099	1099	USADC 33RD FIELD HOSP WUERZBER
1100	1100	USADC VICENZA
1101	1101	USADC LIVORNO
1102	1102	USADC FT. CLAYTON
1103	1103	USADC SINOP
1104	1104	48 DENTAL SQ/CC-LAKENHEATH
1105	1105	USADC CAMP ZAMA
1106	1106	35 MEDICAL GP/SGD-MISAWA
1107	1107	USADC SEOUL
1108	1108	USADC CAMP PELHAM
1109	1109	USADC HIALEAH COMPOUND
1110	1110	USADC CAMP CARROLL
1111	1111	USADC CAMP CASEY
1112	1112	USADC CAMP HOWZE
1113	1113	USADC CAMP HUMPHREYS
1114	1114	USADC CAMP LONG
1115	1115	USADC CAMP MARKET
1116	1116	USADC CAMP PAGE
1117	1117	USADC CAMP RED CLOUD
1118	1118	USADC CAMP STANLEY
1119	1119	USADC CAMP WALKER
1120	1120	USADC CARIUS
1121	1121	USADC-3-SOUTH POST
1122	1122	10th GEN DISP-FRANKFURT
1123	1123	23rd MED DET-WILDFECKEN
1124	1124	AHC SCHWEINFURT
1125	1125	269th MED DET-WERTHEIM
1126	1126	AHC BAUMHOLDER
1127	1127	AHC KITZINGEN
1128	1128	AHC KAISERSLAUTERN
1129	1129	159th MED DEG-FUERTHTH
1130	1130	USA DISP 223rd AV DIV
1131	1131	USA DISP BERLIN-MCNAIR CLINIC
1132	1132	UNIT AID STA. HHC 8TH INF DIV
1133	1133	UNIT AID STA. HHC-VII CORP
1134	1134	TMC 1st BDE TMD-KIRCHGOENS
1135	1135	AHC FRIEDBERG
1136	1136	UNIT AID STA. 1/36TH
1137	1137	UNIT AID STA. 1/59TH AD ARTY
1138	1138	USA DISP WM O'DARBY KASERNE
1139	1139	UNIT AID STA. JOHNSON BARRACKS
1140	1140	UNIT AID STA. O'BRIEN BARRACKS
1141	1141	TMC-210th FA-HERZOGENAURACH
1142	1142	UNIT AID STA. MERRILL BARRACKS
1143	1143	TMC ESCHBORN
1144	1144	AHC BABENHAUSEN
1145	1145	AHC BUEDINGEN
1146	1146	UNIT AID STA. 503RD CAB
1147	1147	AHC WIESBADEN
1148	1148	TMC PINDER-HQ BTRY
1149	1149	UNIT AID STA. BAMBERG
1150	1150	UNIT AID STA. BOEBLINGEN
1151	1151	AHC GARLSTEDT
1152	1152	UNIT AID STA. 78TH ENG BN
1153	1153	BMC CAPODICHINO
1154	1154	AHC LIVORNO
1155	1155	TMC K-16 AIR BASE
1156	1156	USAHC CAMP STANLEY
1157	1157	USAHC CAMP CASEY
1158	1158	USAHC CAMP EDWARDS
1159	1159	USAF DC ZWEIBRUCKEN
1160	1160	487th TMW CLINIC-COMISO
1161	1161	USAF CLINIC FLORENNES
1162	1162	USAF DC GREENHAM COMMON
1163	1163	USADC SCHLOSS STR
1164	1164	USADC RAY BARRACKS
1165	1165	USADC KITZINGEN
1166	1166	USADC-PHV HEIDELBERG
1167	1167	USADC WILDFLECKEN SUB POST
1168	1168	USADC DOLAN BARRACKS
1169	1169	USADC NEU ARGONNER
1170	1170	NBHC NSA BAHRAIN
1171	1171	AHC BAD KISSINGEN
1172	1172	BMC MCTUREOUS
1173	1173	BMC WHITE BEACH
1174	1174	MDCL NAVSUPFORANTARCTICADET
1175	1175	MDCL NAVSTA PANAMA CANAL
1176	1176	TMC-5-FT. SHERMAN-DUP OF 0881
1177	1177	BMC NAVFAC BRAWDY
1178	1178	BMC NAVWPNSFACDET MACRIHANIS
1179	1179	NBHC NAVWPNSFAC ST. MAWGAN
1180	1180	31st CSH (TOE)
1181	1181	128th CSH (TOE)
1182	1182	212th MASH (TOE)
1183	1183	SEOUL TOE HOSP (43rd MASH)
1184	1184	312th EVAC HOSP (TOE)
1185	1185	5th MASH-DUP ID SEE 1236
1186	1186	46th CSH (TOE)
1187	1187	85th EVAC HOSP (TOE)
1189	1189	16th MASH (TOE)
1190	1190	328th GEN HOSP (TOE)
1191	1191	10th CSH (TOE)
1192	1192	2nd MASH (TOE)
1193	1193	86th CSH (TOE)
1194	1194	21st CSH (TOE)
1195	1195	8th EVAC HOSP (TOE)
1196	1196	316th STATION HOSP (TOE)
1197	1197	365th EVAC HOSP (TOE)
1198	1198	350th EVAC HOSP (TOE)
1199	1199	330th GEN HOSP (TOE)
1200	1200	377th CSH (TOE)
1201	1201	912th MASH (TOE)
1202	1202	807th MASH (TOE)
1203	1203	382nd FIELD HOSP (TOE)
1204	1204	300th FIELD HOSP (TOE)
1205	1205	45th STATION HOSP (TOE)
1206	1206	50th GEN HOSP (TOE)
1207	1207	306th FIELD HOSP (TOE)
1208	1208	311th EVAC HOSP (TOE)
1209	1209	129th EVAC HOSP (TOE)
1210	1210	403rd CSH (TOE)
1211	1211	410th EVAC HOSP (TOE)
1212	1212	114th EVAC HOSP (TOE)
1213	1213	94th GEN HOSP (TOE)
1214	1214	44th EVAC HOSP (TOE)
1215	1215	345th CSH (TOE)
1216	1216	115th MASH (TOE)
1217	1217	109th EVAC HOSP (TOE)
1218	1218	201st EVAC HOSP (TOE)
1219	1219	300th MASH (TOE)
1220	1220	144th EVAC HOSP (TOE)
1221	1221	251st EVAC HOSP (TOE)
1222	1222	475th MASH (TOE)
1223	1223	13th EVAC HOSP (TOE)
1224	1224	207th EVAC HOSP (TOE)
1225	1225	148th EVAC HOSP (TOE)
1226	1226	159th MASH (TOE)
1227	1227	217th EVAC HOSP (TOE)
1228	1228	JTF SINAI
1229	1229	TMC-1-FT. WAINWRIGHT
1230	1230	CAMP SHELBY
1231	1231	56th MED BTN (TOE)
1232	1232	AHC AUGSBURG
1233	1233	AHC KELLY-STUTTGART
1234	1234	TMC EDWARDS-FRANKFURT
1235	1235	AHC GIEBELSTADT
1236	1236	5th MASH (TOE)
1237	1237	TMC CONTRACT SPARTA-FT. MCCOY
1238	1238	USADC-1 REDSTONE ARSENAL
1239	1239	USADC-2 RESTONE ARSENAL
1240	1240	USADC-5 RESTONE ARSENAL
1241	1241	AVAIATION MED-FT. RICHARDSON
1242	1242	AVAIATION MED-FT. GREELY
1243	1243	USADC-3-FT. HUACHUCA
1244	1244	TMC-1-FT. HUACHUCA
1245	1245	USAHC DUGWAY PROVING GROUNDS
1246	1246	USADC-1 FT. RILEY
1247	1247	USADC PINE BLUFF ARSENAL
1248	1248	USADC-TROOP DEN CLIN #4 FT BLI
1249	1249	HOSPITAL DENT CLINIC-FT BLISS
1250	1250	USADC-WHITESANDS DENTAL CLINIC
1251	1251	USADC FT. MONROE
1252	1252	USADC FT. STORY
1253	1253	USADC DEFENSE GEN SUPPLY CTR D
1254	1254	USADC-2 FT. LEE
1255	1255	USADC VINT HILL FARMS
1256	1256	USADC FT. DAVIS
1257	1257	TMC-CAMP GRAYLING
1258	1258	BIGGS DENTAL CLINIC
1261	1261	31st ATH-HOMESTEAD
1262	1262	55th ATH-OFFUTT
1263	1263	4th ATH-SEYMOUR JOHNSON
1264	1264	609th CONT HOSP-ZWEIBRUCKEN
1265	1265	317th CONT HOSP-RAF BICESTER
1266	1266	870th CONT HOSP-LITTLE RISSING
1267	1267	310th CONT HOSP-RAF NOCTON HAL
1268	1268	BMA DPSSC PHILA
1269	1269	BMC CAMP KINSER
1270	1270	BDC BAHRAIN
1271	1271	CREECH AID STATION
1272	1272	497th CTS/SG (MED AID STA)
1273	1273	BROOKS FACILITY-BASE
1300	1300	BMC DEPERM LAMBERT PT
1301	1301	BMC OCS CAMP UPSHER
1302	1302	BMC MCAF QUANTICO
1303	1303	BMC NAVSTABRIG NORFOLK
1304	1304	BMA NOSC SAN DIEGO
1305	1305	BMC NCTC ORLANDO
1306	1306	BMC NCTC INPR ORLANDO
1307	1307	BMC INDIAN ISLAND
1308	1308	BMA NTC RECRUIT INPRC SAN DIEG
1309	1309	BMA NTC NTMTTZ SAN DIEGO
1310	1310	BMC NSB SAN DIEGO
1311	1311	BMA MCCES TWENTY-NINE PALMS
1312	1312	BMC DEPERM LAMBERT PT-DUP 1300
1313	1313	BMA NAF CHINA LAKE
1314	1314	OLD PRIMUS FAIRFAX DMISID
1315	1315	CTMC-FT. BENNING
1316	1316	WINDER FPC-FT. BENNING
1317	1317	USA MEDDAC-HONSHU
1318	1318	BMC ORLANDO-DUP-SEE 0271
1319	1319	NAMU ELMENDORF AFB
1320	1320	JTF-B MED EL-HONDURAS (TOE)
1321	1321	NAVAL AIR RESRVE CTR MINNEAPOL
1322	1322	1/9 INF BATTALION AID STATION
1323	1323	8/8 FA BATTALION AID STATION
1324	1324	1/15 FA BATTALION AID STATION
1325	1325	2ND ENGR BATTALION AID STATION
1326	1326	2/72D ARMOR BATTALION AID STA.
1327	1327	HHC-2ID TROOP AID STATION
1328	1328	HQ 2D AVN BATTALION AID STA.
1329	1329	CHPPM-PAC
1330	1330	CTMC 2-HARMONY CHURCH-BENNING
1331	1331	HARMONY CHURCH DENTAL CLINIC
1332	1332	7TH SPECIAL FORCES (TMC 9)
1350	1350	559th MED GROUP
1351	1351	59 MEDICAL WING/SGD-LACKLAND
1352	1352	USAF CLINIC WHEELER AFB
1353	1353	14 DENTAL SQ/SGD-COLUMBUS
1354	1354	59 MEDICAL WING/SGD-LACKLAND
1355	1355	60 DENTAL SQ/SGD-TRAVIS
1356	1356	2/61 ADA BATTALION AID STATION
1357	1357	1/31 INF BATTALION AID STATION
1358	1358	USADC CAMP GREAVES
1359	1359	CAMP KITTY HAWK DISPENSARY
1360	1360	USADC AFCENR SCHINNEN-THE NETH
1361	1361	1/503 REG BATTALION AID STA.
1362	1362	2/503 REG BATTALION AID STA.
1363	1363	425 MEDICAL FLT/SGD-IZMIR
1364	1364	4/7TH CAV SQUADRON AID STATION
1365	1365	2/17 FA BATTALION AID STATION
1366	1366	6/37TH FA BATTALION AID STA.
1367	1367	1/72D ARMOR BATTALION AID STA.
1368	1368	HHC-2X BATTALION AID STATION
1369	1369	5/20TH REG TROOP AID STATION
1370	1370	106TH MED DET (VS) TM D ANIMAL
1371	1371	106TH MED DET (VS) TM E SMALL
1372	1372	106TH MED DET (VS) TM B SMALL
1373	1373	USADC-2 SMITH BARRACKS
1374	1374	CHPPM-E-GERMANY
1375	1375	USAHC REICHEL KASERNE
1376	1376	6250th USAH
1377	1377	9th ENG (TOE)
1378	1378	3297th USAH
1379	1379	256th CSH
1380	1380	228th CSH
1381	1381	344th CSH
1383	1383	BMA CHESAPEAKE BAY
1384	1384	BMC NORFOLK NAVY SHIPYARD
1385	1385	BDC NAVWPNCEN CHINA LAKE
1386	1386	BDC DIEGO GARCIA(CINCPACFLT)
1387	1387	BDC NCSL PANAMA CITY
1388	1388	BDC NAVAL STA. FORD ISLAND
1389	1389	BDC WESTLOCH
1390	1390	BDC NAVADMINU IDAHO FALLS
1394	1394	BDC NAF KADENA
1395	1395	BDC TORII STATION
1396	1396	BDC NAVSUPPACT NEW ORLEANS
1397	1397	BRDAX BELLE CHASE
1398	1398	BDC MARFINCEN KANSAS CITY
1399	1399	BDC LAKEHURST
1400	1400	BDC SARATOGA SPRINGS
1402	1402	BDC CINCIBERLANT
1403	1403	BDC NAS CORPUS CHRISTI
1404	1404	BDC SUBASE BANGOR
1405	1405	BMA NAV DET INDN ISL-DUP 1307
1411	1411	BDC NDC CAMP PENDLETON
1413	1413	BDC CAMP PENDLETON MCLSB
1414	1414	BDC CAMP PENDLETON HQ
1416	1416	BDA CORRECTIONAL CENTER
1417	1417	BDC CHAPPO MCB
1418	1418	BDC EDSON RANGE ANNEX MCB
1419	1419	BDC DELMAR-CAMP PENDLETON
1420	1420	BDC CAMP SAN ONOFRE MCB
1421	1421	BDA HORNO
1422	1422	1ST DENTAL CO DET SAN MATEO
1423	1423	1ST DENTAL CO DET LAS PULGAS
1424	1424	1ST DENTAL CO DET LAS FLORES
1425	1425	1ST DENTAL CO DET MARGARITA
1426	1426	BDC MCMWTC BRIDGEPORT
1430	1430	BDC NAS SHERMAN FIELD
1431	1431	BDC NAVOLF SAUFLEY FIELD
1432	1432	BDC SUBASE SAN DIEGO
1435	1435	BDC NRTC INPR GREAT LAKES
1437	1437	BDC NAVAL HOME GULFPORT
1438	1438	BDC CAMP GEIGER MCB
1439	1439	BDC CAMP JOHNSON MCB
1440	1440	BDC COURTHOUSE BAY MCB
1444	1444	BDA MCAF QUANTICO
1445	1445	BDA TBS QUANTICO
1446	1446	BDC NAVCORRCUSUNIT NORFOLK
1447	1447	DAVIS HYPERBARIC MEDICINE CLIN
1448	1448	BDA NAS BERMUDA
1449	1449	249th CSH (TOE)
1450	1450	5501st USAH
1451	1451	5502nd USAH
1452	1452	1207th USAH
1453	1453	2290th USAH
1454	1454	4206TH USAH
1455	1455	3274TH USAH
1479	1479	USADC LOGAN HEIGHTS-EL PASO
1480	1480	OMAMC-FT. LEWIS
1481	1481	SOLDIER FAMILY MED CLIN BIGGS
1482	1482	USADC PENTAGON
1483	1483	USADC CAMP ATTERBURY
1484	1484	MCCHORD DENTAL CLINIC
1485	1485	US ARMY HEALTH CLN-MCCHORD AFB
1486	1486	BJACH TBI CLINIC
1487	1487	TBI CLINIC-FT. RILEY
1488	1488	TMC #2 (USDB 2)-FT LEAVENWORTH
1490	1490	917TH MEDICAL SQUADRON
1498	1498	10TH MEDICAL GRP-AREA DENTAL
1499	1499	TMC-1-DUP ID-SEE 1507
1500	1500	CIV EMP HLTH CLIN-FT. KNOX
1501	1501	CEHC FIN SPT-FT. BENJAMIN HARR
1502	1502	CEHC JEFF PROVING GROUND
1503	1503	TMC-2-FT. CAMPBELL
1504	1504	TMC-3-FT. CAMPBELL
1505	1505	TMC-4-FT. CAMPBELL
1506	1506	AVIATION MEDICINE CLINIC
1507	1507	TMC-1-FT. CAMPBELL
1508	1508	TMC-7-FT. CAMPBELL
1509	1509	OCC HLTH NSG OFF
1510	1510	101st AIRBORNE DIVISION
1511	1511	RICHARD G. WILSON CTMC-FT WOOD
1512	1512	TMC-2-FT. LEONARD WOOD
1513	1513	TMC-3-FT. LEONARD WOOD
1514	1514	TMC-4-FT. LEONARD WOOD
1515	1515	TMC-6-FT. LEONARD WOOD
1516	1516	TMC-7-FT. LEONARD WOOD
1517	1517	93rd EVAC HOSP (TOE)
1518	1518	LAKE OZARK DISP-OSAGE
1519	1519	USA OCCUP HLTH CLIN-GOODFELLOW
1520	1520	TMC-1-FT. CARSON
1521	1521	TMC-2-FT. CARSON
1522	1522	TMC-3-FT. CARSON
1523	1523	TMC-5-FT. CARSON
1524	1524	TMC-6-FT. CARSON
1525	1525	TMC-7-FT. CARSON
1526	1526	CIV EMP HLTH CLINIC-PUEBLO
1527	1527	4TH INF DIV-FT. CARSON
1528	1528	USAHC SFGD SYS MR-NAKOMA
1529	1529	FD CRANEY ISLAND-PORTSMOUTH VA
1530	1530	TMC #1 (USDB)-FT LEAVENWORTH
1531	1531	MEDICAL INPROCESSING CENTER
1532	1532	TMC-2-FT. RILEY
1533	1533	TMC-3-FT. RILEY
1534	1534	TMC-4-FT. RILEY
1535	1535	TMC-5-FT. RILEY
1536	1536	TMC-6-FT. RILEY
1537	1537	TMC-7-FT. RILEY
1538	1538	TMC-8-FT. RILEY
1539	1539	AVIATION CLINIC-FT. RILEY
1540	1540	USAHC SCHLLG MANR-SALINA
1541	1541	1ST INF DIV-FT. RILEY
1542	1542	NASDET-JACKSONVILLE
1543	1543	OCCUPATIONAL HLTH CLIN-SAVANNA
1544	1544	OCCUPATIONAL HLTH CLIN-FT. MCC
1545	1545	OCCUPATIONAL HLTH CLINIC-TACOM
1546	1546	CEHC WARREN
1547	1547	TMC-1-EISENHOWER-FT. GORDON
